Season,Team,DREB,REB,AST,TOV,STL,BLK,BLKA
2001-02,Golden State Warriors,30.4,46.7,20.8,16.8,7.9,6.4,6.3
2001-02,Houston Rockets,29.4,41.9,18.1,14.1,6.5,5.4,5.1
2001-02,Indiana Pacers,31.3,42.7,23,15.2,8,5.3,5.7
2001-02,Los Angeles Clippers,30.2,43.4,20.9,14.8,6.2,6.6,5.4
2001-02,Los Angeles Lakers,31.8,44.3,23,12.7,7.6,5.8,4.3
2001-02,Memphis Grizzlies,29.4,41.4,21.8,16.4,7.9,6,5.6
2001-02,Miami Heat,31,42,20.3,14.8,6.7,5.5,4.3
2001-02,Milwaukee Bucks,31.2,41.4,22.5,14.1,7.3,4.7,4.4
2001-02,Minnesota Timberwolves,31.2,44.2,24.3,13.4,6.4,5.2,5
2001-02,New Jersey Nets,30.7,43.3,24.3,14.5,8.7,6,5.4
2001-02,New York Knicks,30,40.7,21,14.5,6.8,3.5,4.7
2001-02,Orlando Magic,29.7,41.2,22,13.6,8.1,4.7,4.7
2001-02,Philadelphia 76ers,30.9,44.2,20,15.3,8.6,4.4,5.6
2001-02,Phoenix Suns,29.6,42.7,22.4,14.7,8.1,4.9,5.8
2001-02,Portland Trail Blazers,29.8,43,23.5,14.3,8.6,4.5,5
2001-02,Sacramento Kings,33,45.3,23.9,13.8,9,4.6,4.7
2001-02,San Antonio Spurs,31.3,42.4,20,14.4,7.6,6.5,5.2
2001-02,Seattle SuperSonics,28.5,40.3,23.5,13.7,8.5,4.4,4.9
2001-02,Toronto Raptors,28.5,42.1,21.7,14.3,8.4,5.6,4.8
2001-02,Utah Jazz,28.6,42.2,24.4,16.5,9.1,6.4,6.7
2001-02,Washington Wizards,29.2,42,20.9,13,7,4.3,5
2000-01,Washington Wizards,28.9,41.3,20.1,17,7.7,4.7,6.2
2000-01,Vancouver Grizzlies,29.6,40.5,23.2,15.7,7.1,4.4,5.8
2000-01,Utah Jazz,29.1,40.6,25.7,15.8,8.1,5.6,5.5
2000-01,Toronto Raptors,30.8,44.5,24.4,13.2,7.3,6.3,5.4
2000-01,Seattle SuperSonics,29.5,41.7,21.9,15.3,8,5,6.2
2000-01,San Antonio Spurs,33.1,44.1,21.7,14,6.9,7,5.2
2000-01,Sacramento Kings,33,45,22.6,14.9,9.7,5.3,5.8
2000-01,Portland Trail Blazers,30.3,42,23.9,15.3,8.2,5.1,4
2000-01,Phoenix Suns,30.8,42.7,23.2,15.3,9.5,5.2,5.1
2000-01,Philadelphia 76ers,31.7,44.8,20.6,15.8,8.4,5,5.6
2000-01,Orlando Magic,29.9,42.9,22,15.2,8.2,5.9,5.4
2000-01,New York Knicks,30.8,40.2,18.5,14.5,6.6,4.2,4.1
2000-01,New Jersey Nets,28.5,39.6,19.5,14.7,7.9,5,6.4
2000-01,Minnesota Timberwolves,30.1,42.3,25.4,13.9,8.3,5.6,4.4
2000-01,Milwaukee Bucks,30.5,42.4,22.5,13.7,8.2,4.7,4.3
2000-01,Miami Heat,29.7,39.6,19.9,13.7,7.7,3.7,5.2
2000-01,Los Angeles Lakers,31.5,44.7,23,14.4,6.9,6,4
2000-01,Los Angeles Clippers,31.2,42.9,19.3,15.8,6,6.3,5
2000-01,Indiana Pacers,31.6,42.9,21.5,15.2,6.9,5.9,4.7
2000-01,Houston Rockets,30.8,42,19.7,14.7,7.2,4.4,4.9
2000-01,Golden State Warriors,29.1,45.5,21.8,15.9,9,5,6
2000-01,Detroit Pistons,32,45.5,19.9,15.9,7.5,5.5,4.8
2000-01,Denver Nuggets,31.5,44.2,24,13.9,6.7,6.6,6.1
2000-01,Dallas Mavericks,31.4,41.5,21.2,13.9,7.5,6,4.6
2000-01,Cleveland Cavaliers,29.8,42.1,20.8,16.5,7.8,5.3,6.6
2000-01,Chicago Bulls,27.6,38.9,22.1,15.8,8.2,4.6,5.2
2000-01,Charlotte Hornets,31.8,44.4,23.2,14.4,8.1,5.5,4.6
2000-01,Boston Celtics,28.9,39.8,20.8,15.7,9.4,4.1,5.4
2000-01,Atlanta Hawks,30.4,42.9,19,16.7,7.7,4.7,6.3
1999-00,Atlanta Hawks,31.3,45.3,18.9,15.4,6.1,5.6,4.9
1999-00,Boston Celtics,29.5,43,21.2,15.4,9.7,3.5,5.8
1999-00,Charlotte Hornets,32.1,42.9,24.7,14.7,8.9,5.9,5.1
1999-00,Chicago Bulls,28.3,40.9,20,19,7.9,4.7,5.6
1999-00,Cleveland Cavaliers,30.5,42.8,23.7,17.4,8.7,4.4,6.1
1999-00,Dallas Mavericks,29.8,41.2,22.1,13.7,7.2,5.1,5.1
1999-00,Denver Nuggets,31.6,44.7,23.3,15.6,6.8,7.5,5.6
1999-00,Detroit Pistons,30,41.2,20.8,15.7,8.1,3.3,4.8
1999-00,Golden State Warriors,29.7,45.6,22.6,15.9,8.9,4.3,6
1999-00,Houston Rockets,31.5,43.8,21.6,17.4,7.5,5.3,5.3
1999-00,Indiana Pacers,31.9,42.1,22.6,14.1,6.8,5.1,3.9
1999-00,Los Angeles Clippers,29,40.6,18,16.2,7,6,4.6
1999-00,Los Angeles Lakers,33.4,47,23.4,13.9,7.5,6.5,4.2
1999-00,Miami Heat,31.9,43.2,23.5,15,7.1,6.4,4.4
1999-00,Milwaukee Bucks,28.9,41.3,22.6,15,8.2,4.6,4.1
1999-00,Minnesota Timberwolves,30.1,42.5,26.9,13.9,7.6,5.4,4.2
1999-00,New Jersey Nets,28.2,40.9,20.6,13.6,8.8,4.8,5.7
1999-00,New York Knicks,30.7,40.5,19.4,14.6,6.3,4.3,4.3
1999-00,Orlando Magic,31,44.9,20.8,17.6,9.1,5.7,5.8
1999-00,Philadelphia 76ers,30.1,44.1,22.2,15.7,9.6,4.7,6.5
1999-00,Phoenix Suns,31.2,43.7,25.6,16.7,9.1,5.3,5.2
1999-00,Portland Trail Blazers,31.2,43,23.5,15.2,7.7,4.8,4.3
1999-00,Sacramento Kings,32.1,45,23.8,16.2,9.6,4.6,4.9
1999-00,San Antonio Spurs,32.5,43.8,22.2,15,7.5,6.7,5.2
1999-00,Seattle SuperSonics,30.3,43,22.9,14,8,4.2,5.3
1999-00,Toronto Raptors,29.9,43.3,23.7,13.9,8.1,6.6,5.3
1999-00,Utah Jazz,29.6,41,24.9,14.9,7.7,5.4,5
1999-00,Vancouver Grizzlies,28.3,40.6,20.7,16.8,7.4,4.2,6.3
1999-00,Washington Wizards,29.7,42.7,21.6,16.1,7.2,4.7,6.1
