Season,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB
2016-17,Detroit Pistons,101.3,39.9,88.8,44.9,7.7,23.4,33,13.9,19.3,71.9,11.1
2016-17,Denver Nuggets,111.7,41.2,87.7,46.9,10.6,28.8,36.8,18.7,24.2,77.4,11.8
2016-17,Dallas Mavericks,97.9,36.2,82.3,44,10.7,30.2,35.5,14.8,18.5,80.1,7.9
2016-17,Cleveland Cavaliers,110.3,39.9,84.9,47,13,33.9,38.4,17.5,23.3,74.8,9.3
2016-17,Chicago Bulls,102.9,38.6,87.1,44.4,7.6,22.3,34,18,22.5,79.8,12.2
2016-17,Charlotte Hornets,104.9,37.7,85.4,44.2,10,28.6,35.1,19.4,23.8,81.5,8.8
2016-17,Brooklyn Nets,105.8,37.8,85.2,44.4,10.7,31.6,33.8,19.4,24.6,78.8,8.8
2016-17,Boston Celtics,108,38.6,85.1,45.4,12,33.4,35.9,18.7,23.2,80.7,9.1
2016-17,Atlanta Hawks,103.2,38.1,84.4,45.1,8.9,26.1,34.1,18.1,24.9,72.8,10.3
2015-16,Atlanta Hawks,102.8,38.6,84.4,45.8,9.9,28.4,35,15.6,20,78.3,8.3
2015-16,Boston Celtics,105.7,39.2,89.2,43.9,8.7,26.1,33.5,18.5,23.5,78.8,11.6
2015-16,Brooklyn Nets,98.6,38.2,84.4,45.3,6.5,18.4,35.2,15.7,20.7,75.7,10.5
2015-16,Charlotte Hornets,103.4,37,84.4,43.9,10.6,29.4,36.2,18.7,23.7,79,9
2015-16,Chicago Bulls,101.6,38.6,87.4,44.1,7.9,21.4,37.1,16.5,21,78.7,11.1
2015-16,Cleveland Cavaliers,104.3,38.7,84,46,10.7,29.6,36.2,16.3,21.7,74.8,10.6
2015-16,Dallas Mavericks,102.3,37.4,84.1,44.4,9.8,28.6,34.4,17.7,22.3,79.4,9.2
2015-16,Denver Nuggets,101.9,37.7,85.4,44.2,8,23.7,33.8,18.5,24.1,76.6,11.5
2015-16,Detroit Pistons,102,37.9,86.4,43.9,9,26.2,34.5,17.1,25.5,66.8,12.5
2015-16,Golden State Warriors,114.9,42.5,87.3,48.7,13.1,31.6,41.6,16.7,21.8,76.3,10
2015-16,Houston Rockets,106.5,37.7,83.5,45.2,10.7,30.9,34.7,20.4,29.4,69.4,11.3
2015-16,Indiana Pacers,102.2,38.3,85.2,45,8.1,23,35.1,17.4,22.8,76.4,10.3
2015-16,LA Clippers,104.5,38.3,82.4,46.5,9.7,26.7,36.4,18.2,26.2,69.2,8.8
2015-16,Los Angeles Lakers,97.3,35.1,84.8,41.4,7.8,24.6,31.7,19.3,24.7,78.1,10.7
2015-16,Memphis Grizzlies,99.1,36.8,83.6,44,6.1,18.5,33.1,19.3,24.7,78.3,11.2
2015-16,Miami Heat,100,38.4,81.7,47,6.1,18,33.6,17.1,23,74.4,9.8
2015-16,Milwaukee Bucks,99,38.4,82.2,46.7,5.4,15.6,34.5,17,22.7,74.7,10.5
2015-16,Minnesota Timberwolves,102.4,37.7,81.3,46.4,5.5,16.4,33.8,21.4,27,79.2,10
2015-16,New Orleans Pelicans,102.7,38.5,85.9,44.8,8.6,23.8,36,17.3,22.2,77.6,9.5
2015-16,New York Knicks,98.4,36.9,84,43.9,7.4,21.5,34.6,17.2,21.4,80.5,10.4
2015-16,Oklahoma City Thunder,110.2,41.1,86.4,47.6,8.3,23.7,34.9,19.7,25.2,78.2,13.1
2015-16,Orlando Magic,102.1,39.5,86.8,45.5,7.8,22.2,35,15.2,20.1,75.7,10.3
2015-16,Philadelphia 76ers,97.4,36.2,84,43.1,9.3,27.5,33.9,15.7,22.6,69.4,9.5
2015-16,Phoenix Suns,100.9,37.2,85.6,43.5,9,25.8,34.8,17.5,23.2,75.1,11.5
2015-16,Portland Trail Blazers,105.1,38.6,85.9,45,10.5,28.5,37,17.4,23,75.4,11.6
2015-16,Sacramento Kings,106.6,40,86.4,46.4,8,22.4,35.9,18.5,25.5,72.5,10.6
2015-16,San Antonio Spurs,103.5,40.1,82.9,48.4,7,18.5,37.5,16.4,20.4,80.3,9.4
2015-16,Toronto Raptors,102.7,36.7,81.3,45.1,8.6,23.4,37,20.8,26.7,77.7,10.2
2015-16,Utah Jazz,97.7,36.1,80.4,44.9,8.5,23.9,35.5,17.1,23,74.4,10.7
2015-16,Washington Wizards,104.1,39.5,85.8,46,8.6,24.2,35.8,16.5,22.5,73,9.1
2014-15,Atlanta Hawks,102.5,38.1,81.7,46.6,10,26.2,38,16.5,21.2,77.8,8.7
2014-15,Boston Celtics,101.4,38.9,87.9,44.3,8,24.6,32.7,15.4,20.5,75.4,11.1
2014-15,Brooklyn Nets,98,37.4,83,45.1,6.6,19.9,33.1,16.6,22.2,74.8,10.3
2014-15,Charlotte Hornets,94.2,35.5,84.5,42,6.1,19.1,31.8,17,22.8,74.8,10
2014-15,Chicago Bulls,100.8,36.6,82.9,44.2,7.9,22.3,35.3,19.7,25.2,78.3,11.7
2014-15,Cleveland Cavaliers,103.1,37.7,82.2,45.8,10.1,27.5,36.7,17.7,23.6,75.1,11.1
2014-15,Dallas Mavericks,105.2,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,10.5
2014-15,Denver Nuggets,101.5,37.8,87.3,43.3,8,24.8,32.5,17.8,24.3,73.4,12.3
2014-15,Detroit Pistons,98.5,37.1,85.8,43.2,8.6,24.9,34.4,15.8,22.4,70.3,12.8
2014-15,Golden State Warriors,110,41.6,87,47.8,10.8,27,39.8,16,20.8,76.8,10.4
2014-15,Houston Rockets,103.9,37,83.3,44.4,11.4,32.7,34.8,18.6,26,71.5,11.7
2014-15,Indiana Pacers,97.3,36.6,83.2,43.9,7.5,21.2,35.2,16.7,22.2,75.6,10.4
2014-15,Los Angeles Clippers,106.7,39.4,83.3,47.3,10.1,26.9,37.6,17.9,25.2,71,9.6
2014-15,Los Angeles Lakers,98.5,37.2,85.6,43.5,6.5,18.9,34.4,17.5,23.6,74.1,11.6
2014-15,Memphis Grizzlies,98.3,37.8,82.5,45.8,5.2,15.2,33.9,17.6,22.8,77.3,10.4
2014-15,Miami Heat,94.7,35.2,77.2,45.6,6.8,20.2,33.5,17.5,23.7,74.1,9.1
2014-15,Milwaukee Bucks,97.8,37.6,82,45.9,6.6,18.3,36.3,16,21.1,75.7,10.7
2014-15,Minnesota Timberwolves,97.8,36.4,83.2,43.8,5,14.9,33.2,20,25.7,77.6,11.6
2014-15,New Orleans Pelicans,99.4,37.9,82.9,45.7,7.1,19.3,37,16.4,21.8,75.1,11.5
2014-15,New York Knicks,91.9,35.1,82,42.8,6.8,19.7,34.7,14.8,19.2,76.9,10.6
2014-15,Oklahoma City Thunder,104,38.8,86.8,44.7,7.7,22.7,33.9,18.6,24.6,75.4,12.8
2014-15,Orlando Magic,95.7,37.5,82.8,45.3,6.8,19.5,34.7,13.9,19.1,72.9,10
2014-15,Philadelphia 76ers,92,33.7,82.6,40.8,8.4,26.3,32,16.1,23.8,67.6,11.9
2014-15,Phoenix Suns,102.4,38.8,85.8,45.2,8.5,25,34.1,16.4,21.5,76,10.9
2014-15,Portland Trail Blazers,102.8,38.7,86,45,9.8,27.2,36.2,15.5,19.4,80.1,10.7
2014-15,Sacramento Kings,101.3,36.7,80.7,45.5,5.6,16.5,34.1,22.3,29.3,76.2,10.9
2014-15,San Antonio Spurs,103.2,39.1,83.6,46.8,8.3,22.5,36.7,16.7,21.4,78,9.8
2014-15,Toronto Raptors,104,37.9,83.3,45.5,8.9,25.1,35.2,19.3,24.6,78.7,10.7
2014-15,Utah Jazz,95.1,35.4,79.2,44.7,7.4,21.7,34.3,17,23.5,72.1,12
2014-15,Washington Wizards,98.5,38.3,82.8,46.2,6.1,16.8,36,15.9,21.4,74.2,10.5
2013-14,Washington Wizards,100.7,38.7,84.4,45.9,7.9,20.8,38,15.3,20.9,73.1,10.8
2013-14,Utah Jazz,95,36,81.1,44.4,6.6,19.2,34.4,16.4,22,74.7,11
2013-14,Toronto Raptors,101.3,36.5,81.9,44.5,8.7,23.4,37.2,19.6,25.1,78.2,11.4
2013-14,San Antonio Spurs,105.4,40.6,83.5,48.6,8.5,21.4,39.7,15.7,20,78.5,9.3
2013-14,Sacramento Kings,100.5,36.9,82.5,44.7,6,18,33.3,20.7,27.3,75.9,12.1
2013-14,Portland Trail Blazers,106.7,39.1,87,45,9.4,25.3,37.2,19.1,23.5,81.5,12.5
2013-14,Phoenix Suns,105.2,38.7,83.5,46.3,9.3,25.1,37.2,18.5,24.4,75.8,11.3
2013-14,Philadelphia 76ers,99.5,37.9,87.2,43.5,7,22.5,31.2,16.6,23.4,71,11.6
2013-14,Orlando Magic,96.5,36.9,82.7,44.5,6.9,19.5,35.3,15.9,20.9,76.3,9.7
2013-14,Oklahoma City Thunder,106.2,39,82.7,47.1,8.1,22.4,36.1,20.2,25,80.6,10.8
2013-14,New York Knicks,98.6,36.9,82.2,44.9,9.3,24.9,37.2,15.5,20.4,76.1,10.6
2013-14,New Orleans Pelicans,99.7,37.8,82.5,45.9,5.9,15.9,37.3,18.2,23.6,76.9,11.4
2013-14,Minnesota Timberwolves,106.9,38.9,87.5,44.4,7.3,21.4,34.1,21.8,28.1,77.8,12.5
2013-14,Milwaukee Bucks,95.5,36,82.2,43.8,6.7,18.9,35.3,16.8,22.5,74.7,11.8
2013-14,Miami Heat,102.2,38.3,76.5,50.1,8.1,22.3,36.4,17.5,23,76,7.6
2013-14,Memphis Grizzlies,96.1,38.1,82,46.4,4.9,14,35.3,15.1,20.3,74.1,11.6
2013-14,Los Angeles Lakers,103,38.3,85.1,45,9.4,24.8,38.1,17,22.4,75.7,9.1
2013-14,Los Angeles Clippers,107.9,39.1,82.5,47.4,8.5,24,35.2,21.2,29.1,73,10.5
2013-14,Indiana Pacers,96.7,36,80.2,44.9,6.7,18.8,35.7,18.1,23.3,77.9,10.2
2013-14,Houston Rockets,107.7,38,80.5,47.2,9.5,26.6,35.8,22.1,31.1,71.2,11.2
2013-14,Golden State Warriors,104.3,39.5,85.4,46.2,9.4,24.8,38,15.9,21.1,75.3,10.9
2013-14,Detroit Pistons,101,38.8,86.9,44.7,6.2,19.3,32.1,17.3,25.7,67,14.6
2013-14,Denver Nuggets,104.4,38.4,85.9,44.7,8.6,23.9,35.8,19.1,26.3,72.6,12.3
2013-14,Dallas Mavericks,104.8,39.6,83.6,47.4,8.8,22.9,38.4,16.8,21.1,79.5,10.2
2013-14,Cleveland Cavaliers,98.2,37,84.8,43.7,7.1,20,35.6,17,22.7,75.1,12.1
2013-14,Chicago Bulls,93.7,34.7,80.2,43.2,6.2,17.8,34.8,18.1,23.3,77.9,11.4
2013-14,Charlotte Bobcats,96.9,36.3,82.1,44.2,6.3,17.9,35.1,18,24.4,73.7,9.5
2013-14,Brooklyn Nets,98.5,35.7,77.9,45.9,8.6,23.4,36.9,18.4,24.4,75.3,8.8
2013-14,Boston Celtics,96.2,36.5,83.9,43.5,7,21.1,33.3,16.2,20.8,77.7,12
2013-14,Atlanta Hawks,101,37.3,81.6,45.8,9.4,25.8,36.3,17,21.7,78.1,8.7
2012-13,Atlanta Hawks,98,37.6,81,46.4,8.6,23.2,37.1,14.1,19.7,71.5,9.2
2012-13,Boston Celtics,96.5,37,79.7,46.5,6.1,17.2,35.8,16.3,21,77.6,8.1
2012-13,Brooklyn Nets,96.9,35.9,79.8,45,7.7,21.5,35.7,17.5,23.9,73.1,12.8
2012-13,Charlotte Bobcats,93.4,34.4,81.1,42.5,5.7,17.1,33.5,18.9,25.1,75,11.2
2012-13,Chicago Bulls,93.2,35.7,81.7,43.7,5.4,15.4,35.3,16.4,21.2,77.3,12.5
2012-13,Cleveland Cavaliers,96.5,36.5,84.2,43.4,6.7,19.3,34.6,16.8,22.3,75.6,12.2
2012-13,Dallas Mavericks,101.1,38.8,84,46.2,7.4,19.9,37.2,16.1,20.4,79.3,9.4
2012-13,Denver Nuggets,106.1,40.7,85.2,47.8,6.4,18.5,34.3,18.4,26.2,70.1,13.3
2012-13,Detroit Pistons,94.9,36.3,81,44.9,6.3,17.6,35.6,15.9,22.8,69.9,12.1
2012-13,Golden State Warriors,101.2,38.2,83.4,45.8,8,19.9,40.3,16.8,21.3,79,10.8
2012-13,Houston Rockets,106,38.1,82.7,46.1,10.6,28.9,36.6,19.2,25.5,75.4,11.1
2012-13,Indiana Pacers,94.7,35.1,80.6,43.6,6.9,19.7,34.7,17.6,23.6,74.6,12.9
2012-13,Los Angeles Clippers,101.1,38.5,80.6,47.8,7.6,21.4,35.8,16.4,23,71.1,11.4
2012-13,Los Angeles Lakers,102.2,37.1,81,45.8,8.7,24.6,35.5,19.3,27.9,69.2,11.5
2012-13,Memphis Grizzlies,93.4,36.1,81.5,44.4,4.7,13.5,34.5,16.5,21.3,77.3,12.9
2012-13,Miami Heat,102.9,38.4,77.4,49.6,8.7,22.1,39.6,17.4,23,75.4,8.2
2012-13,Milwaukee Bucks,98.9,38.1,87.8,43.5,7.3,20.4,36,15.3,20.7,73.6,13
2012-13,Minnesota Timberwolves,95.7,35.9,81.7,43.9,5.5,18,30.5,18.5,24.9,74.2,11.9
2012-13,New Orleans Hornets,94.1,36,80.4,44.8,6.5,18,36.3,15.5,20,77.6,12
2012-13,New York Knicks,100,36.5,81.6,44.8,10.9,28.9,37.6,16,21.1,75.9,10.9
